"Ministry","City/country","Name","Address","Latitude","Longitude"
"Hsinchu County Government","Hsinchu County","Hukou Township Office, Hsinchu County","No.1, Zhongyang St., Hukou Township, Hsinchu County 303, Taiwan (R.O.C.)","24.901132","121.047921"
"Hsinchu County Government","Hsinchu County","Service Counter of Hukou Township Office, Hsinchu County","No.1, Zhongyang St., Hukou Township, Hsinchu County 303, Taiwan (R.O.C.)","24.901015","121.047943"
"Hsinchu County Government","Hsinchu County","Hukou Township Office, Hsinchu County (B1)","No.1, Zhongyang St., Hukou Township, Hsinchu County 303, Taiwan (R.O.C.)","24.901015","121.047943"
"Ministry of Transportation and Communications","Hsinchu County","Hukou station","No.121, Sec. 2, Zhongshan Rd., Hukou Township, Hsinchu County 303, Taiwan (R.O.C.)","24.90276","121.044145"
"Ministry of Finance","Hsinchu County","Hukou Branch of Land Bank","1F., No.102, Sec. 1, Jhongjheng Rd., Hukou Township, Hsinchu County 30342, Taiwan (R.O.C.)","24.9014919","121.046643"
"Hsinchu County Government","Hsinchu County","Public Health Bureau, Hukou Township Hsinchu County","No.36, Zhongxing St., Hukou Township, Hsinchu County 303, Taiwan (R.O.C.)","24.901083","121.048125"
"Ministry of Economic Affairs","Hsinchu County","TWC_Hukou","No.3, Renxing Rd., Hukou Township, Hsinchu County 303, Taiwan (R.O.C.)","24.874913","121.011969"
"Ministry of Transportation and Communications","Hsinchu County","Hukou Xingong Post Office","No.6, Dayong Rd., Hukou, Hsinchu County 303-53, Taiwan (R.O.C.)","24.870831","121.014611"
"Hsinchu County Government","Hsinchu County","Hukou Township Library, Hsinchu County","No.15, Zhongxiao Rd., Hukou Township, Hsinchu County 303, Taiwan (R.O.C.)","24.90119","121.044134"
"Ministry of Transportation and Communications","Hsinchu County","Hukou Post Office","No.26, Zhongxiao Rd., Hukou, Hsinchu County 303-42, Taiwan (R.O.C.)","24.900489","121.046217"
"Ministry of Transportation and Communications","Hsinchu County","Hukou Desheng Post Office","No.100, Chenggong Rd., Hukou, Hsinchu County 303-44, Taiwan (R.O.C.)","24.905277","121.043522"
"Hsinchu County Government","Hsinchu County","Shinhu Land Office, Hsinchu County","No.105, Chenggong Rd., Hukou Township, Hsinchu County 303, Taiwan (R.O.C.)","24.905248","121.043694"
"Hsinchu County Government","Hsinchu County","Hukou Township Household Registration Office, Hsinchu County","No.8, Ln. 119, Chenggong Rd., Hukou Township, Hsinchu County 303, Taiwan (R.O.C.)","24.904762","121.043941"
"Ministry of Finance","Hsinchu County","Hsingong Branch of Land Bank","1F., No.76, Jhonghua Rd., Hukou Township, Hsinchu County 30353, Taiwan (R.O.C.)","24.8736709","121.011119"
"Ministry of Transportation and Communications","Hsinchu County","Beihu Station","No.1, Beihu Rd., Hukou Township, Hsinchu County 303, Taiwan (R.O.C.)","24.551672","121.032252"
"Ministry of Transportation and Communications","Hsinchu County","Hukou Chang-an Post Office","No.30, Sec. 3, Bade Rd., Changling Village, Hukou, Hsinchu County 303-47, Taiwan (R.O.C.)","24.888702","121.090149"
"Ministry of Economic Affairs","Hsinchu County","Hsinchu Industrial Park Service Center","No.22, Jhonghua Rd., Hukou Township, Hsinchu County, Taiwan (R.O.C.)","24.872303","121.010176"
"Ministry of Transportation and Communications","Hsinchu County","Northern Region Engineering Office, National Freeway Bureau,MOTC. Hukou Service Area(South)","No.8, Ln. 1, Guoqiang St., Hukou Township, Hsinchu County 303, Taiwan (R.O.C.)","24.858228","121.008546"
"Ministry of Transportation and Communications","Hsinchu County","Northern Region Engineering Office, National Freeway Bureau,MOTC. Hukou Service Area(North)","No.158, Rongguang Rd., Hukou Township, Hsinchu County 303, Taiwan (R.O.C.)","24.858209","121.013825"
"Ministry of Finance","Hsinchu County","Hsin Feng Branch, Hua Nan Commercial Bank","No.155-16, Sec.1, Jiansing Rd., Sinfong Township, Hsinchu County, Taiwan (R.O.C.)","24.874712","120.994295"
"Hsinchu County Government","Hsinchu County","Public Health Bureau, Xinfeng Township Hsinchu County","No.25, Ln. 748, Sec. 2, Jianxing Rd., Xinfeng Township, Hsinchu County 304, Taiwan (R.O.C.)","24.899439","120.985093"
"Hsinchu County Government","Hsinchu County","Xinfeng Township Household Registration Office, Hsinchu County","No.6, Ln. 792, Sec. 2, Jianxing Rd., Xinfeng Township, Hsinchu County 304, Taiwan (R.O.C.)","24.901375","120.987303"
"Ministry of Transportation and Communications","Hsinchu County","Xinfeng Post Office","No.12,Zhenxing St., Xinfeng, Hsinchu County 304-41, Taiwan (R.O.C.)","24.903304","120.986764"
"Hsinchu County Government","Hsinchu County","Xinfeng Township Office, Hsinchu County","No.93, Xinshi Rd., Xinfeng Township, Hsinchu County 304, Taiwan (R.O.C.)","24.900782","120.985455"
"Ministry of Transportation and Communications","Hsinchu County","Xinfeng station","No.202, Xinxing Rd., Xinfeng Township, Hsinchu County 304, Taiwan (R.O.C.)","24.869762","120.996717"
"Ministry of Transportation and Communications","Hsinchu County","Xinfeng Shanqi Post Office","No.26, Tai-an St., Xinfeng , Hsinchu County 304-43, Taiwan (R.O.C.)","24.869537","120.994413"
"Hsinchu County Government","Hsinchu County","Xinfeng Township Library, Hsinchu County","No.24, Sec. 2, Jianxing Rd., Xinfeng Township, Hsinchu County 304, Taiwan (R.O.C.)","24.90128","120.987706"
"Financial Supervisory Commission, R.O.C.","Hsinchu County","The SHANGHAI COMMERCIAL & SAVINGS BANK, LTD.North Hsinchu Branch","No.198, Zhongzheng Rd., Xinpu Township, Hsinchu County 305, Taiwan (R.O.C.)","24.826959","121.083175"
"Ministry of Transportation and Communications","Hsinchu County","Xinpu Post Office","No.210, Zhongzheng Rd., Xinpu, Hsinchu County 305-45, Taiwan (R.O.C.)","24.827162","121.082494"
"Ministry of Transportation and Communications","Hsinchu County","Xinpu Zhongzheng Post Office","No.411, Zhongzheng Rd., Xinpu, Hsinchu County 305-45, Taiwan (R.O.C.)","24.827883","121.075717"
"Hsinchu County Government","Hsinchu County","Shinpu Township Office, Hsinchu County","No.776, Zhongzheng Rd., Xinpu Township, Hsinchu County 305, Taiwan (R.O.C.)","24.82791","121.071285"
"Hsinchu County Government","Hsinchu County","Shinpu Township Household Registration Office, Hsinchu County","No.8, Guanghe Rd., Xinpu Township, Hsinchu County 305, Taiwan (R.O.C.)","24.827511","121.074529"
"Hsinchu County Government","Hsinchu County","Shinpu Township Library, Hsinchu County","No.142, Wenhua St., Xinpu Township, Hsinchu County 305, Taiwan (R.O.C.)","24.827326","121.079539"
"Ministry of Transportation and Communications","Hsinchu County","Hsinchu Motor Vehicles Office Organization","No.58, Sec. 3, Wunde Rd., Sinpu Township, Hsinchu County 305, Taiwan (R.O.C.)","24.822428","121.077774"
"Hsinchu County Government","Hsinchu County","Public Health Bureau, Xinpu Township Hsinchu County","No.758, Zhongzheng Rd., Xinpu Township, Hsinchu County 305, Taiwan (R.O.C.)","24.828144","121.071643"
"Hsinchu County Government","Hsinchu County","Guansi Township Household Registration Office, Hsinchu County","No.168, Guangfu Rd., Guanxi Township, Hsinchu County 306, Taiwan (R.O.C.)","24.79702","121.175154"
"Ministry of Transportation and Communications","Hsinchu County","Service Center of Large Vehicle Parking Lot of Guanxi Service Area","No.14, Shangsantun, Guanxi Township, Hsinchu County 306, Taiwan (R.O.C.)","24.800071","121.191111"
"Ministry of Transportation and Communications","Hsinchu County","Northern Region Engineering Office, National Freeway Bureau,MOTC. Guanxi Service Area","No.14, Shangsantun, Guanxi Township, Xinzhu County 306, Taiwan (R.O.C.)","24.7999326","121.2025336"
"Ministry of Finance","Hsinchu County","FirstBank_Guanxi","No.18, Zhengyi Rd., Guanxi Township, Hsinchu County 30641, Taiwan (R.O.C)","24.7912398","121.1762687"
"Hsinchu County Government","Hsinchu County","Guansi Township Office, Hsinchu County","No.51, Zhengyi Rd., Guanxi Township, Hsinchu County 306, Taiwan (R.O.C.)","24.792598","121.17583"
"Ministry of Transportation and Communications","Hsinchu County","Guanxi Post Office","No.86, Zhengyi Rd., Guanxi, Hsinchu County 306-41, Taiwan (R.O.C.)","24.79315","121.176092"
"Hsinchu County Government","Hsinchu County","Guansi Township Library, Hsinchu County","No.145, Zhongshan Rd., Guanxi Township, Hsinchu County 306, Taiwan (R.O.C.)","24.791994","121.173674"
"Hsinchu County Government","Hsinchu County","Public Health Bureau, Guansi Township Hsinchu County","No.207, Zhongshan Rd., Guanxi Township, Hsinchu County 306, Taiwan (R.O.C.)","24.791758","121.172633"
"Hsinchu County Government","Hsinchu County","Chiunglin Township Household Registration Office, Hsinchu County","No.339, Wenshan Rd., Qionglin Township, Hsinchu County 307, Taiwan (R.O.C.)","24.774824","121.081344"
"Hsinchu County Government","Hsinchu County","Public Health Bureau, Chiunglin Township Hsinchu County","No.532, Wenshan Rd., Qionglin Township, Hsinchu County 307, Taiwan (R.O.C.)","24.777512","121.077627"
"Hsinchu County Government","Hsinchu County","Chiunglin Township Library, Hsinchu County","No.290, Wenshan Rd., Qionglin Township, Hsinchu County 307, Taiwan (R.O.C.)","24.774656","121.081985"
"Hsinchu County Government","Hsinchu County","Chiunglin Township Office, Hsinchu County","No.51, Wenchang St., Qionglin Township, Hsinchu County 307, Taiwan (R.O.C.)","24.773309","121.081855"
"Ministry of Transportation and Communications","Hsinchu County","Qionglin Post Office","No.426, Wenheng Rd., Qyonglin, Hsinchu County 307-42, Taiwan (R.O.C.)","24.772141","121.083714"
"Ministry of Transportation and Communications","Hsinchu County","Baoshan Daqi Post Office","No.103, Yuancyu 3rd Rd., East Dist., Hsinchu 300-77, Taiwan (R.O.C.)","24.772382","121.001171"
"Hsinchu County Government","Hsinchu County","Baoshan Township Office, Hsinchu County","No.325, Sec. 2, Shuangyuan Rd., Baoshan Township, Hsinchu County 308, Taiwan (R.O.C.)","24.765635","120.991316"
"Ministry of Transportation and Communications","Hsinchu County","Baoshan Post Office","No. 349, Sec.2, Shuangyuan Rd., Baoshan, Hsinchu County 308-41, Taiwan (R.O.C.)","24.766785","120.990543"
"Hsinchu County Government","Hsinchu County","Baoshan Townshi Library, Hsinchu County","No.325, Sec. 2, Shuangyuan Rd., Baoshan Township, Hsinchu County 308, Taiwan (R.O.C.)","24.765379","120.992608"
"Hsinchu County Government","Hsinchu County","Baoshan Township Household Registration Office, Hsinchu County","3F., No.325, Sec. 2, Shuangyuan Rd., Baoshan Township, Hsinchu County 308, Taiwan (R.O.C.)","24.76583","120.991133"
"Hsinchu County Government","Hsinchu County","Public Health Bureau, Baoshan Township Hsinchu County","No.273, Sec. 2, Shuangyuan Rd., Baoshan Township, Hsinchu County 308, Taiwan (R.O.C.)","24.767116","120.994856"
"Hsinchu County Government","Hsinchu County","Public Health Bureau, Jhudong Township Hsinchu County","No.221, Zhongzheng Rd., Zhudong Township, Hsinchu County 310, Taiwan (R.O.C.)","24.736047","121.092918"
"Ministry of Finance","Hsinchu County","Itri Branch of Land Bank","1F., No.195, Sec. 4, Jhongsing Rd., Jhudong Township, Hsinchu County 31040, Taiwan (R.O.C.)","24.774099","121.047947"
"Veterans Affairs Council, R.O.C.","Hsinchu County","Inpatient Building I, Jhudong VH","No.81, Sec. 1, Zhongfong Rd., Zhudong Township, Hsinchu County, Taiwan (R.O.C.) , 310.","24.72309","121.099826"
"Veterans Affairs Council, R.O.C.","Hsinchu County","Inpatient Building III, Jhudong VH","No.81, Sec. 1, Zhongfong Rd., Zhudong Township, Hsinchu County, Taiwan (R.O.C.) , 310.","24.72309","121.099826"
"Ministry of Transportation and Communications","Hsinchu County","Zhudong Erchongpu Post Office","No.97, Sec. 3, Zhongxing Rd., Zhudong , Hsinchu County 310-54, Taiwan (R.O.C.)","24.766513","121.05672"
"Hsinchu County Government","Hsinchu County","Chutung Township Household Registration Office","No.89, Kangning St., Zhudong Township, Hsinchu County 310, Taiwan (R.O.C.)","24.737419","121.087017"
"Ministry of Finance","Hsinchu County","Zhudong Branch, Hua Nan Commercial Bank","No.9, Chaoyang Rd., Zhudong Township, Hsinchu County, Taiwan (R.O.C.)","24.742359","121.085408"
"Hsinchu County Government","Hsinchu County","Local Tax Bureau, Hsinchu County, Zhudong Branch","No71, Chiling Road, Zhudong Township,Hsinchu County 310, Taiwan (R.O.C.)","24.735962","121.091839"
"Ministry of Transportation and Communications","Hsinchu County","Zhudong Xiagongguan Post Office","No.77, Sec. 1, Dongning Rd., Jhudong, Hsinchu County 310-46, Taiwan (R.O.C.)","24.723876","121.095283"
"Ministry of Economic Affairs","Hsinchu County","Jhudong Service Center, CPC Corporation","No.36, Sec. 1, Beixing Rd., Zhudong Township, Hsinchu County 310, Taiwan (R.O.C.)","24.725208","121.099516"
"Ministry of Finance","Hsinchu County","Chutung Branch of Land Bank","1F., No.10, Donglin Rd., Jhudong Township, Hsinchu County 31047, Taiwan (R.O.C.)","24.7366941","121.0888734"
"Ministry of Transportation and Communications","Hsinchu County","Zhudong Post Office","No.128, Donglin Rd., Zhudong, Hsinchu County 310-47, Taiwan (R.O.C.)","24.736832","121.092835"
"Ministry of Finance","Hsinchu County","Jhudong Office, National Tax Administration of Northern Taiwan Province, M.O.F.","2F., No.128, Donglin Rd., Jhudong Township, Hsinchu County 310, Taiwan (R.O.C.)","24.7368317","121.0928345"
"Hsinchu County Government","Hsinchu County","Jhudong Township Visitor Information Center, Hsinchu County","No.196-1, Donglin Rd., Zhudong Township, Hsinchu County 310, Taiwan (R.O.C.)","24.738471","121.094753"
"Ministry of Transportation and Communications","Hsinchu County","Zhudong station","No.196, Donglin Rd., Zhudong Township, Hsinchu County 310, Taiwan (R.O.C.)","24.738237","121.094742"
"Ministry of Finance","Hsinchu County","FirstBank_Zhudong","No.30, Donglin Rd., Zhudong Township, Hsinchu County 31047, Taiwan (R.O.C)","24.7369233","121.0894107"
"Ministry of Transportation and Communications","Hsinchu County","Zhuzhong Station","No.145, Zhuzhong Rd., Zhudong Township, Hsinchu County 310, Taiwan (R.O.C.)","24.781591","121.030666"
"Ministry of Economic Affairs","Hsinchu County","TWC_Zhudong","No.123, Changan Rd., Zhudong Township, Hsinchu County 310, Taiwan (R.O.C.)","24.735766","121.091308"
"Hsinchu County Government","Hsinchu County","Jhudong Land Office, Hsinchu County","No.8, Ln. 124, Chang_an Rd., Zhudong Township, Hsinchu County 310, Taiwan (R.O.C.)","24.736425","121.091373"
"Ministry of Finance","Hsinchu County","Chang Hwa Bank,Chutung Branch","No.43, Sec. 2, Changchun Rd., Zhudong Township, Hsinchu County 31047, Taiwan (R.O.C.)","24.737937","121.088238"
"Ministry of Transportation and Communications","Hsinchu County","Zhudong Changchun Post Office","No.60, Sec. 2, Changchun Rd., Zhudong, Hsinchu County 310-47, Taiwan (R.O.C.)","24.738236","121.088252"
"Hsinchu County Government","Hsinchu County","Jhudong Township Office, Hsinchu County","No.88, Donglin Rd., Zhudong Township, Hsinchu County 310, Taiwan (R.O.C.)","24.736873","121.09163"
"Hsinchu County Government","Hsinchu County","Civil Affairs Section, Zhudong Township Office, Hsinchu County","No.88, Donglin Rd., Zhudong Township, Hsinchu County 310, Taiwan (R.O.C.)","24.736873","121.09163"
"Hsinchu County Government","Hsinchu County","Jhudong Township Library, Hsinchu County","No.1, Huanshan Rd., Zhudong Township, Hsinchu County 310, Taiwan (R.O.C.)","24.734374","121.0843"
"Hsinchu County Government","Hsinchu County","Zhudong Township Library Study Room, Hsinchu County","No.1, Huanshan Rd., Zhudong Township, Hsinchu County 310, Taiwan (R.O.C.)","24.840295","121.003675"
"Ministry of Transportation and Communications","Hsinchu County","Hsinchu Wufeng Post Office","No.95, Da-ai Village, Wufeng Dist., Hsinchu County 311-41, Taiwan (R.O.C.)","24.632136","121.119542"
"Hsinchu County Government","Hsinchu County","Wufong Township Household Registration Office, Hsinchu County","No.97, Da_ai, Wufeng Township, Hsinchu County 311, Taiwan (R.O.C.)","24.631648","121.119803"
"Hsinchu County Government","Hsinchu County","Wufeng Township Office, Hsinchu County","No.95, Da_ai, Wufeng Township, Hsinchu County 311, Taiwan (R.O.C.)","24.632165","121.119547"
"Hsinchu County Government","Hsinchu County","Public Health Bureau, Wufeng Township Hsinchu County","No.99, Da_ai, Wufeng Township, Hsinchu County 311, Taiwan (R.O.C.)","24.631814","121.119139"
"Hsinchu County Government","Hsinchu County","Wufeng Township Library, Hsinchu County","No.99, Da_ai, Wufeng Township, Hsinchu County 311, Taiwan (R.O.C.)","24.631882","121.119171"
"Hsinchu County Government","Hsinchu County","Former Residence of General Zhang Xueliang, Hsinchu County","No.256-6, Qingquan, Taoshan, Wufeng Township, Hsinchu County 311","24.576053","121.104428"
"Ministry of Transportation and Communications","Hsinchu County","Neiwan station","No.6, Zhongzheng Rd., Hengshan Township, Hsinchu County 312, Taiwan (R.O.C.)","24.705424","121.182471"
"Ministry of Transportation and Communications","Hsinchu County","Hengshan Neiwan Post Office","No.309, Zhongzheng Rd., Neiwan Village, Hengshan, Hsinchu County 312-43, Taiwan (R.O.C.)","24.706683","121.180298"
"Hsinchu County Government","Hsinchu County","Intersection near the 7-11 of Neiwan Old Street, Hsinchu County Government","No.7, Zhongzheng Rd., Hengshan Township, Hsinchu County 312, Taiwan (R.O.C.)","24.703874","121.183107"
"Hsinchu County Government","Hsinchu County","Nei-wan Anime Park, Crescent Bay Wonderland, Hsinchu County","No.99, Datong Rd., Hengshan Township, Hsinchu County 312, Taiwan (R.O.C.)","24.705443","121.179392"
"Hsinchu County Government","Hsinchu County","Public Health Bureau, Hengshan Township Hsinchu County","No.10, Ln. 141, Xinxing St., Hengshan Township, Hsinchu County 312, Taiwan (R.O.C.)","24.718045","121.140063"
"Hsinchu County Government","Hsinchu County","Hengshan Township Household Registration Office, Hsinchu County","No.105, Xinxing St., Wufeng Township, Hsinchu County 312, Taiwan (R.O.C.)","24.716769","121.141369"
"Ministry of Transportation and Communications","Hsinchu County","Hengshan Post Office","No.137, Xinxing St., Hengshan Village, Hengshan, Hsinchu County 312-42, Taiwan (R.O.C.)","24.717602","121.14015"
"Hsinchu County Government","Hsinchu County","Jianshi Township Library, Hsinchu County","No.26, Jiale, Jianshi Township, Hsinchu County 313, Taiwan (R.O.C.)","24.705366","121.201376"
"Ministry of Transportation and Communications","Hsinchu County","Jianshi Post Office","No.46, Neighborhood 2, Jianshi Village, Jianshih, Hsinchu County 313-41, Taiwan (R.O.C.)","24.705502","121.201883"
"Hsinchu County Government","Hsinchu County","Jianshi Township Office, Hsinchu County","No.36, Jiale, Jianshi Township, Hsinchu County 313, Taiwan (R.O.C.)","24.705167","121.201341"
"Hsinchu County Government","Hsinchu County","Public Health Bureau, Jianshi Township Hsinchu County","No.45, Jiale, Jianshi Township, Hsinchu County 313, Taiwan (R.O.C.)","24.706155","121.202438"
"Hsinchu County Government","Hsinchu County","Jianshih Township Household Registration Office, Hsinchu County","No.63, Maishuren, Jianshih Shiang, Hsinchu County 313, Taiwan (R.O.C.)","24.706038","121.203135"
"Hsinchu County Government","Hsinchu County","Beipu Township Office, Hsinchu County","No.20, Zhongshan Rd., Beipu Township, Hsinchu County 314, Taiwan (R.O.C.)","24.701983","121.056406"
"Hsinchu County Government","Hsinchu County","Public Health Bureau, Beipu Township Hsinchu County","No.90, Beipu St., Beipu Township, Hsinchu County 314, Taiwan (R.O.C.)","24.700609","121.055303"
"Hsinchu County Government","Hsinchu County","Beipu Township Library, Hsinchu County","4F., No.90, Beipu St., Beipu Township, Hsinchu County 314, Taiwan (R.O.C.)","24.700336","121.055407"
"Hsinchu County Government","Hsinchu County","Beipu Township Household Registration Office, Hsinchu County","No.68, Nanxing St., Wufeng Township Hsinchu County 314, Taiwan (R.O.C.)","24.698874","121.057086"
"Ministry of Economic Affairs","Hsinchu County","Serving the public","No.34-8, Puwei,Puwei village,Beipu Township, Hsinchu County, Taiwan (R.O.C.)","24.716937","121.042621"
"Ministry of Transportation and Communications","Hsinchu County","Beipu Post Office","No.1, Changxing St., Beipu, Hsinchu County 314-41, Taiwan (R.O.C.)","24.699979","121.054737"
"Ministry of Transportation and Communications","Hsinchu County","Lion_s Head Mountain Tourist Center","No.60-8 Liouliao, Cising Village, Emei Township, Hsinchu County,Taiwan (R.O.C)","24.655116","121.024358"
"Ministry of Transportation and Communications","Hsinchu County","Emei Post Office","No.26, Chenggong St., Emei, Hsinchu County 315-41, Taiwan (R.O.C.)","24.68843","121.02003"
"Hsinchu County Government","Hsinchu County","Emei Township Library, Hsinchu County","No.4, Emei, Emei Township, Hsinchu County 315, Taiwan (R.O.C.)","24.68899","121.019522"
"Hsinchu County Government","Hsinchu County","Emei Township Office, Hsinchu County","No.8, Emei, Emei Township, Hsinchu County 315, Taiwan (R.O.C.)","24.688775","121.019576"
"Hsinchu County Government","Hsinchu County","Emei Township Household Registration Office, Hsinchu County","No.1, Emei St., Emei Township, Hsinchu County 315, Taiwan (R.O.C.)","24.688293","121.021601"
"Hsinchu County Government","Hsinchu County","Public Health Bureau, Emei Township Hsinchu County","No.5, Emei, Emei Township, Hsinchu County 315, Taiwan (R.O.C.)","24.688639","121.021273"
"Taoyuan City Government","Taoyuan City","Right diagonal front,Streetlights ,No.381, Sanguang Rd.,Zhongli Guangming park","No.381, Sanguang Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9645725","121.2159886"
"Taoyuan City Government","Taoyuan City","Left diagonal front,Streetlights ,No.381, Sanguang Rd.,Zhongli Guangming park","No.381, Sanguang Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9645725","121.2159886"
"Taoyuan City Government","Taoyuan City","Zhongli Railway Station Visitor i-Center","No.139, Zhonghe Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.953495","121.225719"
"Ministry of Transportation and Communications","Taoyuan City","Zhongli station","No.139, Zhonghe Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.953671","121.225783"
"Ministry of Transportation and Communications","Taoyuan City","Zhongli station Rear station hall","No.139, Zhonghe Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.953671","121.225783"
"Taoyuan City Government","Taoyuan City","Chungli Station, Taoyuan Bus","No.225, Zhonghe Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.953165","121.223896"
"Ministry of Education","Taoyuan City","National Central University Administration Building","No.300, Jhongda Rd., Dayuan District, Taoyuan City 320, Taiwan (R.O.C.)","24.968238","121.19525"
"Ministry of Education","Taoyuan City","National Central University Main Library","No.300, Jhongda Rd., Dayuan District, Taoyuan City 320, Taiwan (R.O.C.)","24.968238","121.19525"
"Taoyuan City Government","Taoyuan City","Streetlights,No.69, Sec. 1, Zhongyang W. Rd., Zhongli Train Station Business District","No.69, Sec. 1, Zhongyang W. Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.95762","121.221519"
"Ministry of Transportation and Communications","Taoyuan City","Zhongli Zhiguang Post Office","No.271, Sec. 2, Zhongyang W. Rd., Zhongli District, Taoyuan City 320-46, Taiwan (R.O.C.)","24.961436","121.211539"
"Taoyuan City Government","Taoyuan City","Land Affairs Office of Zhongli District, Taoyuan","3F., No.30, Sec. 2, Zhongyang W. Rd., Zhongli District, Taoyuan City , Taiwan (R.O.C.)","24.958787","121.217608"
"Ministry of Finance","Taoyuan City","FirstBank_Xili","No.30, Sec.2, Zhongyang W. Rd., Zhongli City, Taoyuan City 32046, Taiwan (R.O.C)","24.9583198","121.2175935"
"Ministry of Health and Welfare","Taoyuan City","National Health Inseurance Administration-Northern Division","1F., No.525, Sec. 3, Zhongshan E. Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9369879","121.254453"
"Ministry of Transportation and Communications","Taoyuan City","Zhongli Puren Post Office","No.24, Sec. 2, Zhongshan E. Rd., Zhongli District, Taoyuan City 320-82, Taiwan (R.O.C.)","24.954153","121.237239"
"Veterans Affairs Council, R.O.C.","Taoyuan City","Taoyuan County VSD","No.375, Sec. 2, Zhongshan E. Rd., Zhongli District, Taoyuan City, Taiwan (R.O.C.)","24.9494404","121.2426185"
"Taoyuan City Government","Taoyuan City","Streetlights,No.147, Zhongzheng Rd.,Zhongli Train Station Business District","No.147, Zhongzheng Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.955819","121.224182"
"Ministry of Finance","Taoyuan City","Land Bank of Taiwan Chungli Branch","No.190, Jhongshan Rd., Dayuan District, Taoyuan City 320, Taiwan (R.O.C.)","24.956452","121.223552"
"Ministry of Finance","Taoyuan City","Jhongli 2nd Office, National Tax Administration of Northern Taiwan Province, M.O.F.","No.115, Zhongping Rd., Dayuan District, Taoyuan City 320, Taiwan (R.O.C.)","24.9553379","121.223137"
"Ministry of Finance","Taoyuan City","FirstBank_Zhongli","No.146, Zhongzheng Rd., Zhongli City, Taoyuan City 32042, Taiwan (R.O.C)","24.9553954","121.2219862"
"Ministry of Finance","Taoyuan City","Li-Chang Branch, Hua Nan Commercial Bank","No.175, Zhongzheng Rd., Zhongli District, Taoyuan City, Taiwan (R.O.C.)","24.955115","121.221063"
"Taoyuan City Government","Taoyuan City","Streetlights , No.33, Ln. 295, Zhongzheng Rd., Lao-Jie River Education Center Square","No.33, Ln. 295, Zhongzheng Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9540932","121.2244066"
"Taoyuan City Government","Taoyuan City","Chungli Bus Station, Taoyuan Bus","No.51, Zhongzheng Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.954332","121.224024"
"Taoyuan City Government","Taoyuan City","Traffic signal ,No.58, Zhongzheng Rd. ,Zhongli Train Station Business District","No.58, Zhongzheng Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.954563","121.224094"
"Ministry of Finance","Taoyuan City","Chang Hwa Bank,Chungli Branch","1F., No.95, Zhongzheng Rd., Zhongli Dist., Taoyuan City 32041, Taiwan (R.O.C.)","24.954583","121.223114"
"Ministry of Transportation and Communications","Taoyuan City","Zhongli Dalun Post Office","No.85, Sec. 4, Zhongzheng Rd., Zhongli District, Taoyuan City 320-52, Taiwan (R.O.C.)","24.988386","121.180387"
"Taoyuan City Government","Taoyuan City","The Jungli Arts Hall","No.16, Zhongmei Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.958067","121.227361"
"Taoyuan City Government","Taoyuan City","Streetlights,No.9, Sec. 1, Zhongmei Rd.,Zhongli_s Liuhe Business District","No.9, Sec. 1, Zhongmei Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.959309","121.223791"
"Taoyuan City Government","Taoyuan City","Right diagonal front,Streetlights ,No.47, Zhongmei Rd.,Zhongli Zhongzheng Park","No.47, Zhongmei Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9583676","121.2262975"
"Taoyuan City Government","Taoyuan City","Left diagonal front,Streetlights ,No.47, Zhongmei Rd.,Zhongli Zhongzheng Park","No.47, Zhongmei Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9583676","121.2262975"
"Taoyuan City Government","Taoyuan City","Jungli City Library","No.76, Zhongmei Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.958756","121.22581"
"Taoyuan City Government","Taoyuan City","Taoyuan Public Library Zhongli Branch 3F","No. 76, Zhongmei Rd, Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.959093","121.226175"
"Taoyuan City Government","Taoyuan City","Taoyuan Public Library Zhongli Branch Study Room","No. 76, Zhongmei Rd, Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.959093","121.226175"
"Ministry of Finance","Taoyuan City","Jhongli 1st Office, National Tax Administration of Northern Taiwan Province, M.O.F.","5F., No.12, Sec. 1, Zhongmei Rd., Dayuan District, Taoyuan City 320, Taiwan (R.O.C.)","24.959448","121.224196"
